artists,name,year,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,duration_ms,genres
Jimmy Buffett,Margaritaville,1977,68,0.711,0.8,0.545,0.0019100000000000002,0.10400000000000001,-13.637,0.0357,0.861,124.943,250933,folk rock mellow gold soft rock
Neil Young Crazy Horse,"My My, Hey Hey (Out of the Blue) - 2016 Remaster",1979,68,0.856,0.502,0.4,0.000375,0.33299999999999996,-13.697000000000001,0.0294,0.435,127.182,227706,album rock canadian singer-songwriter classic canadian rock classic rock mellow gold permanent wave rock roots rock singer-songwriter
The Beatles,Don't Let Me Down - Remastered 2009,1973,68,0.568,0.593,0.289,0.0008289999999999999,0.0928,-11.049000000000001,0.0259,0.733,77.119,215733,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Doobie Brothers,China Grove,1973,68,0.319,0.623,0.91,0.0004480000000000001,0.081,-8.448,0.0384,0.745,145.624,195307,album rock art rock blues rock classic rock country rock folk rock hard rock heartland rock mellow gold rock roots rock soft rock yacht rock
The Jacksons,Blame It on the Boogie,1978,68,0.0765,0.774,0.6409999999999999,0.0,0.0867,-10.193,0.0799,0.875,113.256,214200,disco funk motown quiet storm soul
Bette Midler,The Rose,1979,68,0.9009999999999999,0.34700000000000003,0.228,0.0,0.38,-9.667,0.0296,0.184,133.57399999999998,221373,adult standards mellow gold new wave pop soft rock
The Police,Every Breath You Take,1983,83,0.5429999999999999,0.82,0.452,0.00294,0.0714,-9.796,0.0348,0.74,117.40100000000001,253920,album rock art rock classic rock mellow gold new wave permanent wave rock soft rock
a ha,Take on Me,1985,83,0.018000000000000002,0.573,0.902,0.00125,0.0928,-7.638,0.054000000000000006,0.8759999999999999,84.412,225280,new romantic new wave new wave pop permanent wave soft rock synthpop
Bon Jovi,Livin' On A Prayer,1986,83,0.0778,0.532,0.887,0.00021400000000000002,0.294,-3.7569999999999997,0.0335,0.795,122.51100000000001,249293,glam metal hard rock rock
TOTO,Africa,1982,83,0.257,0.6709999999999999,0.373,7.950000000000001e-05,0.0481,-18.064,0.0323,0.732,92.71700000000001,295893,album rock classic rock mellow gold rock soft rock yacht rock
Eurythmics Annie Lennox Dave Stewart,Sweet Dreams (Are Made of This) - Remastered,1983,81,0.225,0.6920000000000001,0.711,0.0,0.12,-7.4979999999999976,0.0317,0.875,125.135,216933,art rock dance rock europop mellow gold new romantic new wave new wave pop pop rock rock soft rock sophisti-pop synthpop
Bryan Adams,Summer Of '69,1984,81,0.0183,0.508,0.8340000000000001,0.0,0.0732,-6.205,0.0386,0.774,139.131,216053,album rock canadian pop canadian singer-songwriter classic canadian rock heartland rock mellow gold pop rock rock soft rock
Tears For Fears,Everybody Wants To Rule The World,1985,81,0.34700000000000003,0.645,0.795,0.00389,0.10400000000000001,-12.095,0.0527,0.535,112.06700000000001,251489,new romantic new wave new wave pop permanent wave rock soft rock sophisti-pop synthpop
Michael Jackson,Billie Jean,1982,81,0.0236,0.92,0.654,0.0158,0.0359,-3.051,0.0401,0.847,117.046,293827,pop r&b soul
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),1987,81,0.207,0.7090000000000001,0.8240000000000001,0.000307,0.0888,-8.824,0.0453,0.867,118.814,291293,dance pop pop urban contemporary
Bon Jovi,You Give Love A Bad Name,1986,80,0.0663,0.541,0.96,2.25e-06,0.344,-2.947,0.0505,0.812,122.803,222707,glam metal hard rock rock
Elton John,I'm Still Standing,1983,80,0.35600000000000004,0.504,0.904,0.121,0.14,-6.8629999999999995,0.179,0.772,176.808,183440,classic rock glam rock mellow gold piano rock soft rock
Journey,Don't Stop Believin',1981,80,0.127,0.5,0.748,0.0,0.447,-9.072000000000001,0.0363,0.514,118.852,250987,album rock classic rock hard rock mellow gold rock soft rock
U2,With Or Without You - Remastered,1987,79,0.000202,0.54,0.429,0.355,0.141,-11.822000000000001,0.0285,0.113,110.171,295516,irish rock permanent wave rock
Wham,Wake Me up Before You Go-Go,1984,79,0.272,0.62,0.574,0.0,0.0607,-11.892999999999999,0.0421,0.9,81.548,231333,disco europop new romantic new wave new wave pop soft rock synthpop
Tom Petty,Free Fallin',1989,79,0.212,0.623,0.449,0.0,0.0613,-13.333,0.0253,0.5720000000000001,84.383,256000,album rock classic rock country rock folk rock heartland rock mellow gold pop rock rock roots rock singer-songwriter soft rock
Foreigner,I Want to Know What Love Is - 1999 Remaster,1984,78,0.193,0.47700000000000004,0.47100000000000003,1.76e-06,0.131,-10.036,0.0277,0.423,81.204,304787,album rock classic rock hard rock mellow gold rock soft rock
Katrina The Waves,Walking On Sunshine,1985,78,0.0116,0.596,0.8690000000000001,0.17300000000000001,0.0678,-11.97,0.037000000000000005,0.9440000000000001,109.902,238733,new wave pop
Matthew Wilder,Break My Stride,1983,78,0.195,0.917,0.588,0.0,0.0914,-11.047,0.0607,0.828,110.07700000000001,184480,new wave pop
Van Halen,Jump - 2015 Remaster,1984,78,0.171,0.5720000000000001,0.835,0.000376,0.0702,-6.218999999999999,0.0317,0.7959999999999999,129.994,241600,album rock classic rock hard rock metal rock
Tracy Chapman,Fast Car,1988,78,0.313,0.711,0.292,0.0,0.131,-15.523,0.037000000000000005,0.19399999999999998,103.95100000000001,296800,folk lilith pop rock singer-songwriter women's music
The Clash,Should I Stay or Should I Go - Remastered,1982,78,0.079,0.742,0.833,0.0,0.384,-6.462999999999999,0.115,0.816,113.375,188987,classic rock permanent wave punk rock
Don Henley,The Boys Of Summer,1984,77,0.501,0.516,0.5489999999999999,0.00572,0.184,-13.741,0.0373,0.907,176.94099999999997,288733,album rock art rock classic rock country rock folk folk rock heartland rock mellow gold new wave pop pop rock rock roots rock singer-songwriter soft rock yacht rock
Billy Joel,Uptown Girl,1983,77,0.0747,0.701,0.943,0.0,0.601,-2.986,0.0456,0.7909999999999999,128.99200000000002,197707,classic rock folk rock mellow gold piano rock rock singer-songwriter soft rock
Cyndi Lauper,Girls Just Want to Have Fun,1983,77,0.22,0.71,0.799,0.000602,0.349,-4.897,0.0328,0.725,120.37200000000001,238267,mellow gold new wave pop permanent wave pop rock soft rock
Fleetwood Mac,Everywhere - 2017 Remaster,1987,77,0.258,0.73,0.48700000000000004,0.01,0.0852,-10.991,0.0303,0.731,114.965,226653,album rock classic rock mellow gold rock soft rock yacht rock
Phil Collins,You Can't Hurry Love - 2016 Remaster,1982,77,0.0261,0.62,0.9359999999999999,0.0,0.0679,-4.593,0.0308,0.763,97.527,175747,mellow gold rock drums soft rock
Phil Collins,In The Air Tonight - 2015 Remastered,1981,77,0.551,0.446,0.239,4.1e-06,0.0697,-13.945,0.0316,0.298,189.507,336453,mellow gold rock drums soft rock
The Rolling Stones,Start Me Up - Remastered,1981,77,0.0436,0.631,0.932,0.13699999999999998,0.0918,-4.1419999999999995,0.0354,0.971,122.429,213067,british invasion classic rock rock
Michael Jackson,Beat It - Single Version,1982,77,0.0491,0.779,0.867,7.98e-06,0.19699999999999998,-3.7039999999999997,0.0457,0.915,138.858,258040,pop r&b soul
Bruce Springsteen,Dancing In the Dark,1984,77,0.0115,0.527,0.9420000000000001,0.0,0.188,-5.64,0.0366,0.495,148.72299999999996,241307,classic rock heartland rock mellow gold permanent wave rock singer-songwriter
Survivor,Eye of the Tiger,1985,76,0.132,0.8170000000000001,0.599,0.00031099999999999997,0.0873,-9.249,0.0328,0.5479999999999999,108.87299999999999,245640,album rock hard rock rock soft rock
Starship,We Built This City,1985,76,0.052000000000000005,0.6609999999999999,0.9079999999999999,0.0,0.0708,-4.897,0.039,0.6559999999999999,144.091,296080,album rock mellow gold new romantic new wave new wave pop soft rock
U2,I Still Haven't Found What I'm Looking For,1987,76,0.0135,0.564,0.774,0.0019100000000000002,0.0861,-9.424,0.0368,0.657,100.89399999999999,277477,irish rock permanent wave rock
Paul Simon,You Can Call Me Al,1986,76,0.182,0.7759999999999999,0.763,0.0065,0.077,-8.124,0.0535,0.82,128.433,280000,classic rock folk folk rock mellow gold permanent wave rock roots rock singer-songwriter soft rock
Dexys Midnight Runners,Come On Eileen,1982,76,0.664,0.45,0.6559999999999999,3.02e-06,0.259,-7.0489999999999995,0.0472,0.782,106.61,287307,bow pop new romantic new wave new wave pop
Starship,Nothing's Gonna Stop Us Now,1987,76,0.0298,0.643,0.8009999999999999,0.0,0.0719,-4.921,0.0228,0.534,95.988,270333,album rock mellow gold new romantic new wave new wave pop soft rock
Bryan Adams,Heaven,1984,76,0.0465,0.382,0.589,0.0,0.122,-7.315,0.0267,0.335,140.059,243360,album rock canadian pop canadian singer-songwriter classic canadian rock heartland rock mellow gold pop rock rock soft rock
Bruce Springsteen,Born in the U.S.A.,1984,76,0.000373,0.39799999999999996,0.9520000000000001,7.75e-05,0.1,-6.0420000000000025,0.061,0.584,122.09299999999999,278680,classic rock heartland rock mellow gold permanent wave rock singer-songwriter
Luis Miguel,Ahora Te Puedes Marchar,1987,76,0.14800000000000002,0.78,0.877,2.36e-06,0.0627,-3.6830000000000003,0.0427,0.909,133.263,191973,bolero latin latin pop
Mötley Crüe,Kickstart My Heart,1989,76,0.0016899999999999999,0.361,0.97,0.0016300000000000002,0.35700000000000004,-4.817,0.284,0.254,179.017,282920,glam metal hard rock metal rock sleaze rock
Richard Marx,Right Here Waiting,1989,75,0.8,0.395,0.252,0.0,0.10099999999999999,-13.589,0.0301,0.126,177.679,264333,album rock mellow gold new wave pop soft rock
Michael Jackson,Smooth Criminal - 2012 Remaster,1987,75,0.247,0.853,0.981,0.46799999999999997,0.306,-3.947,0.0751,0.595,118.193,257760,pop r&b soul
George Michael,Faith - Remastered,1987,75,0.0094,0.887,0.48,3.5799999999999996e-05,0.0662,-11.994000000000002,0.11699999999999999,0.607,95.846,193200,soft rock
Luis Miguel,La Incondicional,1988,75,0.237,0.374,0.727,0.0,0.134,-4.352,0.0309,0.28300000000000003,155.127,257027,bolero latin latin pop
Europe,The Final Countdown,1986,75,0.0628,0.536,0.8440000000000001,0.00084,0.0608,-6.9179999999999975,0.057999999999999996,0.185,117.652,310333,album rock glam metal hard rock rock swedish hard rock swedish melodic rock
John Mellencamp,Jack & Diane,1982,75,0.0365,0.8109999999999999,0.41,6.63e-06,0.0799,-8.214,0.0391,0.626,103.965,254493,album rock classic rock country rock folk rock heartland rock mellow gold pop rock rock singer-songwriter soft rock
Prince,Purple Rain,1984,75,0.0353,0.3670000000000001,0.452,0.00228,0.6890000000000001,-10.422,0.0307,0.18899999999999997,113.066,520787,alt z dance pop electropop indie pop indie poptimism nyc pop pop post-teen pop
Simple Minds,Don't You (Forget About Me),1985,75,0.168,0.66,0.816,0.0181,0.0608,-6.61,0.0299,0.6779999999999999,111.346,263040,art rock dance rock mellow gold new romantic new wave new wave pop rock scottish new wave soft rock synthpop
Bon Jovi,Wanted Dead Or Alive,1986,74,0.13,0.252,0.802,0.0146,0.309,-3.9760000000000004,0.0391,0.253,150.056,308667,glam metal hard rock rock
ZZ Top,Sharp Dressed Man - 2008 Remaster,1983,74,0.000359,0.601,0.8590000000000001,0.00124,0.0871,-5.263,0.0276,0.446,125.145,258027,album rock blues rock classic rock country rock hard rock rock
Billy Joel,We Didn't Start the Fire,1989,74,0.0771,0.7120000000000001,0.9670000000000001,0.0,0.35600000000000004,-5.206,0.047,0.895,145.024,287733,classic rock folk rock mellow gold piano rock rock singer-songwriter soft rock
Chris de Burgh,The Lady In Red,1986,74,0.332,0.5479999999999999,0.294,3.34e-06,0.0392,-17.112000000000002,0.0333,0.491,76.69800000000002,256173,classic uk pop mellow gold new wave pop soft rock
Guns N Roses,Sweet Child O' Mine,1987,74,0.0901,0.446,0.9520000000000001,0.0857,0.11199999999999999,-5.3210000000000015,0.0523,0.624,125.303,356067,glam metal hard rock rock
REO Speedwagon,Can't Fight This Feeling,1984,74,0.155,0.408,0.48,1.82e-05,0.0877,-11.017000000000001,0.0266,0.19,156.344,294773,album rock classic rock country rock folk rock hard rock heartland rock mellow gold pop rock rock soft rock
Roxette,Listen To Your Heart,1988,74,0.10800000000000001,0.539,0.583,0.0,0.111,-4.935,0.0275,0.337,86.06299999999996,328093,europop new wave pop pop rock soft rock swedish pop
Nena,99 Luftballons,1983,74,0.10300000000000001,0.575,0.555,1.3e-06,0.111,-7.495,0.0453,0.504,95.361,232467,german pop german rock new wave pop
The Human League,Don't You Want Me,1981,74,0.184,0.731,0.738,0.0,0.214,-8.125,0.0377,0.958,117.656,236920,art rock new romantic new wave new wave pop permanent wave soft rock sophisti-pop synthpop
Phil Collins,Another Day in Paradise - 2016 Remaster,1989,74,0.736,0.78,0.565,0.0026899999999999997,0.063,-7.32,0.0306,0.365,101.96700000000001,322133,mellow gold rock drums soft rock
Bruce Springsteen,I'm On Fire,1984,74,0.589,0.62,0.446,0.0299,0.0727,-14.450999999999999,0.0347,0.868,88.59100000000002,155880,classic rock heartland rock mellow gold permanent wave rock singer-songwriter
Michael Sembello,Maniac,1983,74,0.0891,0.617,0.5329999999999999,4.04e-06,0.0415,-11.515999999999998,0.0651,0.835,158.86,244707,hi-nrg
Daryl Hall John Oates,Maneater,1982,74,0.0406,0.723,0.499,9.44e-05,0.0761,-13.082,0.0421,0.828,88.825,273173,album rock classic rock mellow gold rock soft rock yacht rock
Van Halen,Panama - 2015 Remaster,1984,74,0.00124,0.527,0.978,4.7499999999999996e-05,0.0744,-5.436,0.109,0.46299999999999997,141.16899999999995,210227,album rock classic rock hard rock metal rock
Tom Petty,I Won't Back Down,1989,74,0.0504,0.765,0.47600000000000003,2.76e-06,0.165,-13.487,0.0329,0.965,114.02,178360,album rock classic rock country rock folk rock heartland rock mellow gold pop rock rock roots rock singer-songwriter soft rock
Def Leppard,Pour Some Sugar On Me - Remastered 2017,1987,74,0.0021100000000000003,0.267,0.953,0.0,0.28300000000000003,-4.899,0.096,0.568,84.98899999999998,267307,album rock hard rock nwobhm rock
Pixies,Where Is My Mind?,1988,74,0.0157,0.518,0.436,0.000621,0.079,-14.134,0.0349,0.27,80.88,236973,alternative rock art rock boston rock modern rock permanent wave rock
The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,1986,73,0.04,0.523,0.769,0.0,0.136,-5.855,0.0269,0.8759999999999999,136.162,244587,madchester new wave permanent wave rock uk post-punk
Elton John,Sacrifice,1989,73,0.0165,0.7559999999999999,0.42200000000000004,0.00183,0.0368,-12.967,0.0292,0.48700000000000004,112.751,304133,classic rock glam rock mellow gold piano rock soft rock
Joan Jett The Blackhearts,I Love Rock 'N Roll,1981,73,0.326,0.535,0.716,0.0,0.659,-5.025,0.0431,0.9009999999999999,94.37899999999999,175173,glam punk rock
N W A,Fuck Tha Police,1988,73,0.0193,0.8590000000000001,0.75,0.0,0.0538,-8.325,0.303,0.857,98.691,345717,dance pop hip pop pop pop rap post-teen pop queens hip hop
Alphaville,Forever Young,1984,73,0.42,0.489,0.483,0.0028,0.23600000000000002,-9.466000000000001,0.0275,0.33299999999999996,136.822,226706,europop new romantic new wave new wave pop synthpop
The Police,Every Little Thing She Does Is Magic,1981,73,0.121,0.5579999999999999,0.768,0.0626,0.124,-9.997,0.0343,0.429,81.90899999999998,260573,album rock art rock classic rock mellow gold new wave permanent wave rock soft rock
Heart,Alone,1987,73,0.638,0.418,0.452,0.00026000000000000003,0.0959,-13.099,0.0356,0.168,175.088,218733,album rock classic rock country rock folk rock hard rock heartland rock mellow gold pop rock rock roots rock soft rock
Billy Idol,Rebel Yell,1983,73,0.000753,0.53,0.8640000000000001,0.000459,0.354,-4.948,0.061,0.484,166.312,288533,album rock classic rock dance rock hard rock mellow gold new romantic new wave new wave pop rock soft rock synthpop
Prince,Kiss,1986,73,0.0135,0.898,0.271,0.0013800000000000002,0.0461,-12.238,0.091,0.742,111.485,226240,alt z dance pop electropop indie pop indie poptimism nyc pop pop post-teen pop
Cyndi Lauper,Time After Time,1983,73,0.48700000000000004,0.726,0.449,1.34e-06,0.0824,-9.206,0.0286,0.294,130.388,241333,mellow gold new wave pop permanent wave pop rock soft rock
Twisted Sister,We're Not Gonna Take It,1984,73,0.0127,0.502,0.924,0.0,0.162,-6.2989999999999995,0.0503,0.922,149.186,219667,album rock glam metal hard rock metal rock
Luis Miguel,Culpable O No - Miénteme Como Siempre,1988,73,0.0367,0.54,0.3670000000000001,0.0,0.0433,-14.238,0.0277,0.252,70.27600000000001,237240,bolero latin latin pop
Bob Marley The Wailers,Buffalo Soldier,1983,73,0.142,0.929,0.46299999999999997,5.26e-06,0.0634,-8.651,0.308,0.757,124.084,255840,reggae roots reggae
Chicago,You're the Inspiration - 2006 Remaster,1984,73,0.368,0.583,0.602,0.0,0.22,-6.364,0.0274,0.38799999999999996,74.008,229240,adult standards album rock classic rock folk rock mellow gold soft rock yacht rock
Culture Club,Karma Chameleon - Remastered,1983,73,0.225,0.6679999999999999,0.73,0.0,0.188,-7.182,0.0366,0.894,92.04899999999999,252773,disco mellow gold new romantic new wave new wave pop soft rock synthpop
Survivor,Eye of the Tiger,1982,73,0.21600000000000005,0.815,0.43799999999999994,0.000466,0.0787,-14.522,0.0346,0.552,108.965,243773,album rock hard rock rock soft rock
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,1987,73,0.0544,0.877,0.8540000000000001,5.5e-05,0.14400000000000002,-4.523,0.147,0.54,114.47200000000001,298120,pop r&b soul
Earth Wind Fire,Let's Groove,1981,73,0.121,0.8690000000000001,0.648,2.17e-05,0.126,-8.698,0.0633,0.9,125.035,339320,disco funk jazz funk motown quiet storm soul
Rush,Tom Sawyer,1981,72,0.00145,0.536,0.9009999999999999,0.0186,0.06,-7.211,0.0374,0.6659999999999999,87.559,276880,album rock art rock canadian metal classic canadian rock classic rock hard rock metal progressive rock rock
Fleetwood Mac,Little Lies - 2017 Remaster,1987,72,0.21600000000000005,0.64,0.649,8.3e-05,0.0551,-10.345,0.0264,0.865,124.825,221053,album rock classic rock mellow gold rock soft rock yacht rock
The J Geils Band,Centerfold,1981,72,0.249,0.653,0.677,0.0,0.40299999999999997,-12.244000000000002,0.0396,0.888,114.37,216533,album rock blues rock classic rock country rock folk rock hard rock mellow gold rock roots rock soft rock
TOTO,Rosanna,1982,72,0.0213,0.384,0.512,0.000139,0.205,-13.035,0.0358,0.7390000000000001,78.442,331200,album rock classic rock mellow gold rock soft rock yacht rock
Guns N Roses,Paradise City,1987,72,0.0192,0.268,0.98,0.007090000000000002,0.182,-5.9579999999999975,0.10300000000000001,0.395,100.315,405600,glam metal hard rock rock
Guns N Roses,Welcome To The Jungle,1987,72,0.0195,0.45299999999999996,0.987,0.28300000000000003,0.268,-4.485,0.0889,0.316,123.544,273480,glam metal hard rock rock
Peter Cetera,Glory of Love,1986,72,0.0778,0.518,0.585,2.43e-06,0.31,-8.485,0.0279,0.312,144.998,258120,adult standards mellow gold new wave pop soft rock
Crowded House,Don't Dream It's Over,1986,72,0.0148,0.439,0.42200000000000004,4.84e-05,0.0697,-17.227,0.0409,0.551,81.833,236933,australian rock mellow gold permanent wave pop rock rock soft rock
Queen David Bowie,Under Pressure - Remastered,1982,72,0.42200000000000004,0.6709999999999999,0.711,0.0,0.10400000000000001,-7.813,0.0478,0.466,113.809,248440,classic rock glam rock rock
Duran Duran,Hungry Like the Wolf - 2009 Remaster,1982,72,0.0433,0.691,0.812,1.16e-06,0.299,-7.772,0.0558,0.685,127.568,220627,dance rock new romantic new wave new wave pop rock soft rock synthpop
The Clash,Rock the Casbah - Remastered,1982,72,0.287,0.7959999999999999,0.872,0.0,0.284,-6.722,0.0573,0.866,129.894,222427,classic rock permanent wave punk rock
Marvin Gaye,Sexual Healing,1982,72,0.11900000000000001,0.805,0.601,0.000129,0.0581,-9.7,0.0579,0.746,94.382,238600,classic soul funk indie r&b motown northern soul quiet storm soul
Dead Or Alive,You Spin Me Round (Like a Record),1985,72,0.0308,0.5670000000000001,0.943,0.0966,0.544,-7.992000000000001,0.0387,0.965,128.207,199667,hi-nrg new romantic new wave new wave pop synthpop
The Outfield,Your Love,1985,72,0.121,0.579,0.654,3.62e-06,0.0673,-12.421,0.0553,0.616,129.537,216467,album rock mellow gold new romantic new wave pop power pop soft rock
Whitney Houston,How Will I Know,1985,72,0.201,0.8320000000000001,0.544,0.000139,0.632,-12.697000000000001,0.0442,0.9279999999999999,119.49,275533,dance pop pop urban contemporary
Bronski Beat,Smalltown Boy,1984,72,0.28800000000000003,0.685,0.584,0.009179999999999999,0.124,-10.616,0.0276,0.9390000000000001,134.546,302413,hi-nrg new romantic new wave new wave pop sophisti-pop synthpop
The Smiths,This Charming Man - 2011 Remaster,1984,72,0.00509,0.611,0.846,0.0,0.0784,-5.9,0.0436,0.7509999999999999,103.912,162920,madchester new wave permanent wave rock uk post-punk
Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",1984,72,0.0984,0.583,0.905,0.00018999999999999998,0.0593,-6.1320000000000014,0.0733,0.6459999999999999,173.982,226827,album rock classic rock mellow gold new wave pop rock soft rock yacht rock
U2,Sunday Bloody Sunday - Remastered 2008,1983,72,0.402,0.5429999999999999,0.9440000000000001,0.0005639999999999999,0.0373,-7.495,0.0543,0.735,101.17399999999999,279440,irish rock permanent wave rock
Poison,Every Rose Has Its Thorn - Remastered 2003,1988,72,0.16,0.5329999999999999,0.637,1.12e-05,0.369,-5.5710000000000015,0.0323,0.292,140.167,260173,album rock glam metal hard rock rock
Cutting Crew,(I Just) Died In Your Arms,1986,72,0.0158,0.625,0.726,0.000169,0.0625,-11.402000000000001,0.0444,0.507,124.945,280400,album rock mellow gold new romantic new wave new wave pop soft rock synthpop
The Allman Brothers Band,Ramblin' Man,1989,72,0.462,0.349,0.6920000000000001,0.00266,0.19699999999999998,-11.690999999999999,0.0338,0.9520000000000001,179.396,288507,
Cher,If I Could Turn Back Time,1989,72,0.243,0.6579999999999999,0.575,0.0,0.122,-10.365,0.0267,0.504,108.329,239827,
Tracy Chapman,Baby Can I Hold You,1988,72,0.0811,0.6920000000000001,0.42200000000000004,0.0,0.0848,-10.533,0.0333,0.46799999999999997,74.375,193120,folk lilith pop rock singer-songwriter women's music
Simply Red,If You Don't Know Me by Now - 2008 Remaster,1989,72,0.4920000000000001,0.638,0.35200000000000004,0.0,0.105,-9.266,0.0268,0.204,94.17299999999999,204000,british soul mellow gold new romantic new wave new wave pop soft rock sophisti-pop
Los Fabulosos Cadillacs,Vasos Vacíos - Remasterizado 2008,1988,72,0.34600000000000003,0.708,0.672,1.9699999999999998e-05,0.382,-5.537999999999999,0.0352,0.963,134.635,279987,argentine rock latin alternative latin rock rock en espanol ska argentino
Fine Young Cannibals,She Drives Me Crazy,1988,71,0.193,0.799,0.687,0.000188,0.0307,-5.682,0.0431,0.965,108.804,215773,dance rock mellow gold new romantic new wave new wave pop soft rock synthpop
John Mellencamp,Hurts So Good,1982,71,0.042,0.785,0.737,0.00010700000000000001,0.10800000000000001,-5.306,0.0363,0.971,125.447,218960,album rock classic rock country rock folk rock heartland rock mellow gold pop rock rock singer-songwriter soft rock
Michael Jackson,P.Y.T. (Pretty Young Thing),1982,71,0.23,0.888,0.815,0.000424,0.127,-4.909,0.0404,0.961,127.273,238733,pop r&b soul
Alannah Myles,Black Velvet,1989,71,0.273,0.754,0.366,9.04e-05,0.106,-10.07,0.0312,0.469,91.147,287440,classic canadian rock new wave pop
Frankie Goes To Hollywood,Relax,1984,71,0.326,0.6759999999999999,0.695,1.09e-05,0.0462,-13.395,0.0392,0.691,114.93,236800,art rock dance rock hi-nrg new romantic new wave new wave pop synthpop
Hombres G,Te quiero,1985,71,0.0029,0.736,0.711,0.000275,0.0948,-5.502999999999999,0.0352,0.7190000000000001,112.309,225760,latin latin alternative latin pop latin rock mexican pop rock en espanol spanish rock
Alice Cooper,Poison,1989,71,0.0327,0.28,0.9079999999999999,8.85e-06,0.18,-5.5089999999999995,0.109,0.26,118.698,270080,album rock blues rock classic rock detroit rock glam metal glam rock hard rock metal protopunk rock
Hombres G,Devuélveme a mi chica,1985,71,0.0031,0.603,0.843,0.0337,0.445,-7.597,0.0557,0.503,172.676,194867,latin latin alternative latin pop latin rock mexican pop rock en espanol spanish rock
Sting,Englishman In New York,1987,71,0.396,0.674,0.34700000000000003,1.05e-05,0.0916,-17.707,0.0364,0.647,102.01299999999999,267267,permanent wave soft rock sophisti-pop
Robert Palmer Eric ET Thorngren,Addicted To Love,1985,71,0.382,0.7020000000000001,0.578,5.89e-06,0.0425,-13.415,0.031,0.975,111.617,363640,album rock art rock blues rock classic rock classic uk pop dance rock heartland rock mellow gold new romantic new wave new wave pop pop rock rock soft rock yacht rock
Prince,Raspberry Beret,1985,71,0.21,0.7609999999999999,0.67,0.000426,0.0685,-12.759,0.0438,0.91,120.75200000000001,215173,alt z dance pop electropop indie pop indie poptimism nyc pop pop post-teen pop
Bonnie Tyler,"Holding Out for a Hero - From ""Footloose"" Soundtrack",1986,71,0.0243,0.615,0.6829999999999999,1.0800000000000003e-05,0.0491,-15.29,0.04,0.8959999999999999,150.05700000000004,348333,europop new wave pop soft rock
Tears For Fears,Shout,1985,71,0.174,0.511,0.9420000000000001,1.87e-05,0.139,-10.407,0.0429,0.498,97.90899999999999,393667,new romantic new wave new wave pop permanent wave rock soft rock sophisti-pop synthpop
Prince,When Doves Cry,1984,71,0.0102,0.7290000000000001,0.9890000000000001,4.45e-05,0.44299999999999995,-4.613,0.049,0.84,126.47,352906,alt z dance pop electropop indie pop indie poptimism nyc pop pop post-teen pop
Fleetwood Mac,Gypsy,1988,71,0.017,0.622,0.54,0.00771,0.265,-13.99,0.0261,0.847,130.879,264907,album rock classic rock mellow gold rock soft rock yacht rock
Aerosmith,Dude (Looks Like A Lady),1987,71,0.435,0.54,0.982,3.37e-05,0.0457,-2.9619999999999997,0.0458,0.91,126.294,265773,album rock classic rock hard rock rock
Mötley Crüe,"Girls, Girls, Girls",1987,71,0.0296,0.6,0.9309999999999999,7.099999999999999e-05,0.392,-4.647,0.0734,0.542,140.123,270427,glam metal hard rock metal rock sleaze rock
Kim Carnes,Bette Davis Eyes,1981,71,0.0204,0.675,0.649,0.0,0.0959,-10.270999999999999,0.0319,0.596,116.624,228000,mellow gold new wave pop soft rock
Los Enanitos Verdes,La Muralla Verde,1986,71,0.0653,0.7240000000000001,0.856,1.85e-06,0.354,-6.119,0.0283,0.8909999999999999,129.79399999999998,161800,argentine rock latin latin alternative latin pop latin rock mexican pop rock en espanol ska argentino
Don McLean,American Pie,1988,71,0.6,0.526,0.509,0.0,0.14400000000000002,-10.892999999999999,0.0628,0.4970000000000001,138.31799999999998,515867,adult standards classic rock classic uk pop folk folk rock mellow gold singer-songwriter soft rock
N W A,Straight Outta Compton,1988,71,0.0461,0.8340000000000001,0.878,0.0,0.33399999999999996,-9.484,0.15,0.418,102.848,258688,dance pop hip pop pop pop rap post-teen pop queens hip hop
The Outfield,Your Love,1985,71,0.10300000000000001,0.555,0.757,1.16e-06,0.0631,-7.8679999999999986,0.0601,0.5820000000000001,129.607,221840,album rock mellow gold new romantic new wave pop power pop soft rock
Rick Springfield,Jessie's Girl,1981,71,0.16399999999999998,0.727,0.8320000000000001,0.0,0.105,-5.851,0.05,0.8220000000000001,131.703,194120,album rock australian rock classic rock mellow gold new wave pop soft rock yacht rock
Lionel Richie,"Say You, Say Me",1986,71,0.355,0.636,0.405,0.0,0.0804,-11.113,0.0287,0.257,128.06799999999998,241067,adult standards disco mellow gold motown quiet storm soft rock
Run D M C,It's Tricky,1986,70,0.0008439999999999999,0.956,0.72,0.0,0.0597,-13.475999999999999,0.13699999999999998,0.961,127.87200000000001,183427,bow pop new romantic new wave new wave pop
